reference_date,location,horizon,target,target_end_date,output_type,output_type_id,value
2023-11-04,01,0,wk inc flu hosp,2023-11-04,quantile,0.01,12.517529641814809
2023-11-04,01,0,wk inc flu hosp,2023-11-04,quantile,0.025,19.536303906712355
2023-11-04,01,0,wk inc flu hosp,2023-11-04,quantile,0.05,22.066331918006725
2023-11-04,01,0,wk inc flu hosp,2023-11-04,quantile,0.1,25.492020231852717
2023-11-04,01,0,wk inc flu hosp,2023-11-04,quantile,0.15,27.803986342620874
2023-11-04,01,0,wk inc flu hosp,2023-11-04,quantile,0.2,30.30957504554252
2023-11-04,01,0,wk inc flu hosp,2023-11-04,quantile,0.25,32.60520891858962
2023-11-04,01,0,wk inc flu hosp,2023-11-04,quantile,0.3,34.47622352415781
2023-11-04,01,0,wk inc flu hosp,2023-11-04,quantile,0.35,36.77700480279499
2023-11-04,01,0,wk inc flu hosp,2023-11-04,quantile,0.4,38.96207781326419
2023-11-04,01,0,wk inc flu hosp,2023-11-04,quantile,0.45,41.48251097603951
2023-11-04,01,0,wk inc flu hosp,2023-11-04,quantile,0.5,43.40381482535238
2023-11-04,01,0,wk inc flu hosp,2023-11-04,quantile,0.55,45.703460746280186
2023-11-04,01,0,wk inc flu hosp,2023-11-04,quantile,0.6,48.176343197658134
2023-11-04,01,0,wk inc flu hosp,2023-11-04,quantile,0.65,49.62499792719597
2023-11-04,01,0,wk inc flu hosp,2023-11-04,quantile,0.7,51.768895169034884
2023-11-04,01,0,wk inc flu hosp,2023-11-04,quantile,0.75,54.427889805038554
2023-11-04,01,0,wk inc flu hosp,2023-11-04,quantile,0.8,58.59129868660232
2023-11-04,01,0,wk inc flu hosp,2023-11-04,quantile,0.85,64.63659995422597
2023-11-04,01,0,wk inc flu hosp,2023-11-04,quantile,0.9,70.4975644689395
2023-11-04,01,0,wk inc flu hosp,2023-11-04,quantile,0.95,80.3709893467272
2023-11-04,01,0,wk inc flu hosp,2023-11-04,quantile,0.975,92.69315639423539
2023-11-04,01,0,wk inc flu hosp,2023-11-04,quantile,0.99,109.65658117335968
2023-11-04,01,1,wk inc flu hosp,2023-11-11,quantile,0.01,10.027206561428839
2023-11-04,01,1,wk inc flu hosp,2023-11-11,quantile,0.025,17.00415441791559
2023-11-04,01,1,wk inc flu hosp,2023-11-11,quantile,0.05,20.787094338410636
2023-11-04,01,1,wk inc flu hosp,2023-11-11,quantile,0.1,25.408629807513147
2023-11-04,01,1,wk inc flu hosp,2023-11-11,quantile,0.15,29.77302307008769
2023-11-04,01,1,wk inc flu hosp,2023-11-11,quantile,0.2,33.997055434471164
2023-11-04,01,1,wk inc flu hosp,2023-11-11,quantile,0.25,38.302738586754586
2023-11-04,01,1,wk inc flu hosp,2023-11-11,quantile,0.3,43.156014266918255
2023-11-04,01,1,wk inc flu hosp,2023-11-11,quantile,0.35,47.14993045720455
2023-11-04,01,1,wk inc flu hosp,2023-11-11,quantile,0.4,50.87283433850645
2023-11-04,01,1,wk inc flu hosp,2023-11-11,quantile,0.45,55.46973527753543
2023-11-04,01,1,wk inc flu hosp,2023-11-11,quantile,0.5,59.48364846003613
2023-11-04,01,1,wk inc flu hosp,2023-11-11,quantile,0.55,62.784330403488035
2023-11-04,01,1,wk inc flu hosp,2023-11-11,quantile,0.6,67.04573308785805
2023-11-04,01,1,wk inc flu hosp,2023-11-11,quantile,0.65,70.50678174090294
2023-11-04,01,1,wk inc flu hosp,2023-11-11,quantile,0.7,73.47182362261378
2023-11-04,01,1,wk inc flu hosp,2023-11-11,quantile,0.75,78.96569316421588
2023-11-04,01,1,wk inc flu hosp,2023-11-11,quantile,0.8,84.32114916077485
2023-11-04,01,1,wk inc flu hosp,2023-11-11,quantile,0.85,94.32021773096056
2023-11-04,01,1,wk inc flu hosp,2023-11-11,quantile,0.9,100.98256742195547
2023-11-04,01,1,wk inc flu hosp,2023-11-11,quantile,0.95,113.67466663160505
2023-11-04,01,1,wk inc flu hosp,2023-11-11,quantile,0.975,131.25183828394165
2023-11-04,01,1,wk inc flu hosp,2023-11-11,quantile,0.99,157.56840297034213
2023-11-04,01,2,wk inc flu hosp,2023-11-18,quantile,0.01,9.87812156911599
2023-11-04,01,2,wk inc flu hosp,2023-11-18,quantile,0.025,16.20289077544072
2023-11-04,01,2,wk inc flu hosp,2023-11-18,quantile,0.05,19.597530973591574
2023-11-04,01,2,wk inc flu hosp,2023-11-18,quantile,0.1,26.59194279624718
2023-11-04,01,2,wk inc flu hosp,2023-11-18,quantile,0.15,33.72195261364005
2023-11-04,01,2,wk inc flu hosp,2023-11-18,quantile,0.2,41.26640118542555
2023-11-04,01,2,wk inc flu hosp,2023-11-18,quantile,0.25,48.57338043442937
2023-11-04,01,2,wk inc flu hosp,2023-11-18,quantile,0.3,56.189589924769706
2023-11-04,01,2,wk inc flu hosp,2023-11-18,quantile,0.35,61.52699741413207
2023-11-04,01,2,wk inc flu hosp,2023-11-18,quantile,0.4,67.201170651214
2023-11-04,01,2,wk inc flu hosp,2023-11-18,quantile,0.45,73.32137678339625
2023-11-04,01,2,wk inc flu hosp,2023-11-18,quantile,0.5,79.54137076220982
2023-11-04,01,2,wk inc flu hosp,2023-11-18,quantile,0.55,84.34132358332647
2023-11-04,01,2,wk inc flu hosp,2023-11-18,quantile,0.6,92.70234556707686
2023-11-04,01,2,wk inc flu hosp,2023-11-18,quantile,0.65,98.48302140925769
2023-11-04,01,2,wk inc flu hosp,2023-11-18,quantile,0.7,106.45980003317747
2023-11-04,01,2,wk inc flu hosp,2023-11-18,quantile,0.75,116.49730192280528
2023-11-04,01,2,wk inc flu hosp,2023-11-18,quantile,0.8,127.2237310378928
2023-11-04,01,2,wk inc flu hosp,2023-11-18,quantile,0.85,142.35352136101798
2023-11-04,01,2,wk inc flu hosp,2023-11-18,quantile,0.9,157.06151017603273
2023-11-04,01,2,wk inc flu hosp,2023-11-18,quantile,0.95,174.4604812782261
2023-11-04,01,2,wk inc flu hosp,2023-11-18,quantile,0.975,195.42772303109473
2023-11-04,01,2,wk inc flu hosp,2023-11-18,quantile,0.99,238.0660432688273
2023-11-04,01,3,wk inc flu hosp,2023-11-25,quantile,0.01,9.769911275818618
2023-11-04,01,3,wk inc flu hosp,2023-11-25,quantile,0.025,16.386591051374225
2023-11-04,01,3,wk inc flu hosp,2023-11-25,quantile,0.05,18.645580236857242
2023-11-04,01,3,wk inc flu hosp,2023-11-25,quantile,0.1,26.85363526760821
2023-11-04,01,3,wk inc flu hosp,2023-11-25,quantile,0.15,36.262460613105304
2023-11-04,01,3,wk inc flu hosp,2023-11-25,quantile,0.2,47.060903012499374
2023-11-04,01,3,wk inc flu hosp,2023-11-25,quantile,0.25,55.15854429274431
2023-11-04,01,3,wk inc flu hosp,2023-11-25,quantile,0.3,66.97244997919124
2023-11-04,01,3,wk inc flu hosp,2023-11-25,quantile,0.35,73.93647251544147
2023-11-04,01,3,wk inc flu hosp,2023-11-25,quantile,0.4,82.17570055266799
2023-11-04,01,3,wk inc flu hosp,2023-11-25,quantile,0.45,90.37891916050354
2023-11-04,01,3,wk inc flu hosp,2023-11-25,quantile,0.5,97.6623111527681
2023-11-04,01,3,wk inc flu hosp,2023-11-25,quantile,0.55,107.69645425494025
2023-11-04,01,3,wk inc flu hosp,2023-11-25,quantile,0.6,122.08383707444504
2023-11-04,01,3,wk inc flu hosp,2023-11-25,quantile,0.65,132.38085748864188
2023-11-04,01,3,wk inc flu hosp,2023-11-25,quantile,0.7,143.56055636320565
2023-11-04,01,3,wk inc flu hosp,2023-11-25,quantile,0.75,159.40286433494163
2023-11-04,01,3,wk inc flu hosp,2023-11-25,quantile,0.8,179.00785599908525
2023-11-04,01,3,wk inc flu hosp,2023-11-25,quantile,0.85,204.3023809593354
2023-11-04,01,3,wk inc flu hosp,2023-11-25,quantile,0.9,232.22092750468047
2023-11-04,01,3,wk inc flu hosp,2023-11-25,quantile,0.95,270.3946255679075
2023-11-04,01,3,wk inc flu hosp,2023-11-25,quantile,0.975,304.31954888364805
2023-11-04,01,3,wk inc flu hosp,2023-11-25,quantile,0.99,334.5499108866077
2023-11-04,02,0,wk inc flu hosp,2023-11-04,quantile,0.01,12.642735390396798
2023-11-04,02,0,wk inc flu hosp,2023-11-04,quantile,0.025,16.67587374420564
2023-11-04,02,0,wk inc flu hosp,2023-11-04,quantile,0.05,19.65742914314923
2023-11-04,02,0,wk inc flu hosp,2023-11-04,quantile,0.1,22.797262339456157
2023-11-04,02,0,wk inc flu hosp,2023-11-04,quantile,0.15,25.131087443543567
2023-11-04,02,0,wk inc flu hosp,2023-11-04,quantile,0.2,27.199616487617718
2023-11-04,02,0,wk inc flu hosp,2023-11-04,quantile,0.25,28.824623038834083
2023-11-04,02,0,wk inc flu hosp,2023-11-04,quantile,0.3,30.891168134956857
2023-11-04,02,0,wk inc flu hosp,2023-11-04,quantile,0.35,32.511491532436615
2023-11-04,02,0,wk inc flu hosp,2023-11-04,quantile,0.4,34.504650919839264
2023-11-04,02,0,wk inc flu hosp,2023-11-04,quantile,0.45,36.24437069539772
2023-11-04,02,0,wk inc flu hosp,2023-11-04,quantile,0.5,37.562651957823995
