location,reference_date,horizon,target_end_date,target,output_type,output_type_id,value
01,2023-11-18,-1,2023-11-18,wk inc flu hosp,quantile,0.01,32.00220702958289
02,2023-11-18,-1,2023-11-18,wk inc flu hosp,quantile,0.01,16.296146751291843
04,2023-11-18,-1,2023-11-18,wk inc flu hosp,quantile,0.01,61.57240540367174
05,2023-11-18,-1,2023-11-18,wk inc flu hosp,quantile,0.01,11.923683416251153
06,2023-11-18,-1,2023-11-18,wk inc flu hosp,quantile,0.01,122.04390431171235
08,2023-11-18,-1,2023-11-18,wk inc flu hosp,quantile,0.01,26.059463950576173
09,2023-11-18,-1,2023-11-18,wk inc flu hosp,quantile,0.01,0.0
10,2023-11-18,-1,2023-11-18,wk inc flu hosp,quantile,0.01,0.0
11,2023-11-18,-1,2023-11-18,wk inc flu hosp,quantile,0.01,0.0
12,2023-11-18,-1,2023-11-18,wk inc flu hosp,quantile,0.01,341.8126944918524
13,2023-11-18,-1,2023-11-18,wk inc flu hosp,quantile,0.01,53.287523790897
15,2023-11-18,-1,2023-11-18,wk inc flu hosp,quantile,0.01,8.314270218646255
16,2023-11-18,-1,2023-11-18,wk inc flu hosp,quantile,0.01,0.886413482055396
17,2023-11-18,-1,2023-11-18,wk inc flu hosp,quantile,0.01,28.503731511820263
18,2023-11-18,-1,2023-11-18,wk inc flu hosp,quantile,0.01,36.58461510642429
19,2023-11-18,-1,2023-11-18,wk inc flu hosp,quantile,0.01,2.781996028598007
20,2023-11-18,-1,2023-11-18,wk inc flu hosp,quantile,0.01,3.876822329746092
21,2023-11-18,-1,2023-11-18,wk inc flu hosp,quantile,0.01,17.770741008109134
22,2023-11-18,-1,2023-11-18,wk inc flu hosp,quantile,0.01,43.54094182375132
23,2023-11-18,-1,2023-11-18,wk inc flu hosp,quantile,0.01,0.4397566839990907
24,2023-11-18,-1,2023-11-18,wk inc flu hosp,quantile,0.01,11.335246885578023
25,2023-11-18,-1,2023-11-18,wk inc flu hosp,quantile,0.01,17.42376826059385
26,2023-11-18,-1,2023-11-18,wk inc flu hosp,quantile,0.01,19.30798798384791
27,2023-11-18,-1,2023-11-18,wk inc flu hosp,quantile,0.01,3.827170192382465
28,2023-11-18,-1,2023-11-18,wk inc flu hosp,quantile,0.01,20.293031302176026
29,2023-11-18,-1,2023-11-18,wk inc flu hosp,quantile,0.01,18.959214773241943
30,2023-11-18,-1,2023-11-18,wk inc flu hosp,quantile,0.01,0.0
31,2023-11-18,-1,2023-11-18,wk inc flu hosp,quantile,0.01,1.404919828669543
32,2023-11-18,-1,2023-11-18,wk inc flu hosp,quantile,0.01,9.380200447627962
33,2023-11-18,-1,2023-11-18,wk inc flu hosp,quantile,0.01,0.0
34,2023-11-18,-1,2023-11-18,wk inc flu hosp,quantile,0.01,25.19378954916966
35,2023-11-18,-1,2023-11-18,wk inc flu hosp,quantile,0.01,2.293859159711105
36,2023-11-18,-1,2023-11-18,wk inc flu hosp,quantile,0.01,53.117608764211546
37,2023-11-18,-1,2023-11-18,wk inc flu hosp,quantile,0.01,26.14578456817429
38,2023-11-18,-1,2023-11-18,wk inc flu hosp,quantile,0.01,0.0
39,2023-11-18,-1,2023-11-18,wk inc flu hosp,quantile,0.01,17.06833138411926
40,2023-11-18,-1,2023-11-18,wk inc flu hosp,quantile,0.01,7.286189661134676
41,2023-11-18,-1,2023-11-18,wk inc flu hosp,quantile,0.01,3.262950268449423
42,2023-11-18,-1,2023-11-18,wk inc flu hosp,quantile,0.01,56.554315184556714
44,2023-11-18,-1,2023-11-18,wk inc flu hosp,quantile,0.01,0.0
45,2023-11-18,-1,2023-11-18,wk inc flu hosp,quantile,0.01,26.478857937354466
46,2023-11-18,-1,2023-11-18,wk inc flu hosp,quantile,0.01,0.0
47,2023-11-18,-1,2023-11-18,wk inc flu hosp,quantile,0.01,32.66363134872225
48,2023-11-18,-1,2023-11-18,wk inc flu hosp,quantile,0.01,296.84040964022296
49,2023-11-18,-1,2023-11-18,wk inc flu hosp,quantile,0.01,0.0
50,2023-11-18,-1,2023-11-18,wk inc flu hosp,quantile,0.01,0.0
51,2023-11-18,-1,2023-11-18,wk inc flu hosp,quantile,0.01,46.807108597949835
53,2023-11-18,-1,2023-11-18,wk inc flu hosp,quantile,0.01,6.981085314121386
54,2023-11-18,-1,2023-11-18,wk inc flu hosp,quantile,0.01,4.498182130504661
55,2023-11-18,-1,2023-11-18,wk inc flu hosp,quantile,0.01,5.443177678267746
56,2023-11-18,-1,2023-11-18,wk inc flu hosp,quantile,0.01,0.0
72,2023-11-18,-1,2023-11-18,wk inc flu hosp,quantile,0.01,84.46256233521363
US,2023-11-18,-1,2023-11-18,wk inc flu hosp,quantile,0.01,2297.6520369371983
01,2023-11-18,0,2023-11-25,wk inc flu hosp,quantile,0.01,31.38270939462888
02,2023-11-18,0,2023-11-25,wk inc flu hosp,quantile,0.01,14.456589485455233
04,2023-11-18,0,2023-11-25,wk inc flu hosp,quantile,0.01,60.55249952019187
05,2023-11-18,0,2023-11-25,wk inc flu hosp,quantile,0.01,11.76933755085808
06,2023-11-18,0,2023-11-25,wk inc flu hosp,quantile,0.01,119.9198798326494
08,2023-11-18,0,2023-11-25,wk inc flu hosp,quantile,0.01,25.243110922905238
09,2023-11-18,0,2023-11-25,wk inc flu hosp,quantile,0.01,0.0
10,2023-11-18,0,2023-11-25,wk inc flu hosp,quantile,0.01,0.0
11,2023-11-18,0,2023-11-25,wk inc flu hosp,quantile,0.01,0.0
12,2023-11-18,0,2023-11-25,wk inc flu hosp,quantile,0.01,323.9307769347811
13,2023-11-18,0,2023-11-25,wk inc flu hosp,quantile,0.01,53.0563866562575
15,2023-11-18,0,2023-11-25,wk inc flu hosp,quantile,0.01,7.584257810093022
16,2023-11-18,0,2023-11-25,wk inc flu hosp,quantile,0.01,0.7779791161644555
17,2023-11-18,0,2023-11-25,wk inc flu hosp,quantile,0.01,28.096861773125006
18,2023-11-18,0,2023-11-25,wk inc flu hosp,quantile,0.01,36.00513412280503
19,2023-11-18,0,2023-11-25,wk inc flu hosp,quantile,0.01,2.706161068404517
20,2023-11-18,0,2023-11-25,wk inc flu hosp,quantile,0.01,3.76507457521286
21,2023-11-18,0,2023-11-25,wk inc flu hosp,quantile,0.01,17.13250849022728
22,2023-11-18,0,2023-11-25,wk inc flu hosp,quantile,0.01,42.96354381659941
23,2023-11-18,0,2023-11-25,wk inc flu hosp,quantile,0.01,0.38275536002149746
24,2023-11-18,0,2023-11-25,wk inc flu hosp,quantile,0.01,11.31790009207859
25,2023-11-18,0,2023-11-25,wk inc flu hosp,quantile,0.01,17.002741867806307
26,2023-11-18,0,2023-11-25,wk inc flu hosp,quantile,0.01,18.70181721558406
27,2023-11-18,0,2023-11-25,wk inc flu hosp,quantile,0.01,3.50164568131523
28,2023-11-18,0,2023-11-25,wk inc flu hosp,quantile,0.01,19.723679369908382
29,2023-11-18,0,2023-11-25,wk inc flu hosp,quantile,0.01,18.856495473364443
30,2023-11-18,0,2023-11-25,wk inc flu hosp,quantile,0.01,0.0
31,2023-11-18,0,2023-11-25,wk inc flu hosp,quantile,0.01,1.3581944047561316
32,2023-11-18,0,2023-11-25,wk inc flu hosp,quantile,0.01,9.08167316406262
33,2023-11-18,0,2023-11-25,wk inc flu hosp,quantile,0.01,0.0
34,2023-11-18,0,2023-11-25,wk inc flu hosp,quantile,0.01,24.930386363850022
35,2023-11-18,0,2023-11-25,wk inc flu hosp,quantile,0.01,2.255392133153137
36,2023-11-18,0,2023-11-25,wk inc flu hosp,quantile,0.01,52.52855455924386
37,2023-11-18,0,2023-11-25,wk inc flu hosp,quantile,0.01,24.89232973997934
38,2023-11-18,0,2023-11-25,wk inc flu hosp,quantile,0.01,0.0
39,2023-11-18,0,2023-11-25,wk inc flu hosp,quantile,0.01,17.182630350514852
40,2023-11-18,0,2023-11-25,wk inc flu hosp,quantile,0.01,6.955895380429007
41,2023-11-18,0,2023-11-25,wk inc flu hosp,quantile,0.01,3.1714719794283104
42,2023-11-18,0,2023-11-25,wk inc flu hosp,quantile,0.01,56.302139362153206
44,2023-11-18,0,2023-11-25,wk inc flu hosp,quantile,0.01,0.0
45,2023-11-18,0,2023-11-25,wk inc flu hosp,quantile,0.01,25.921329828091757
46,2023-11-18,0,2023-11-25,wk inc flu hosp,quantile,0.01,0.0
47,2023-11-18,0,2023-11-25,wk inc flu hosp,quantile,0.01,32.20637346364494
48,2023-11-18,0,2023-11-25,wk inc flu hosp,quantile,0.01,295.66745403528535
49,2023-11-18,0,2023-11-25,wk inc flu hosp,quantile,0.01,0.0
50,2023-11-18,0,2023-11-25,wk inc flu hosp,quantile,0.01,0.0
51,2023-11-18,0,2023-11-25,wk inc flu hosp,quantile,0.01,45.71398372242792
53,2023-11-18,0,2023-11-25,wk inc flu hosp,quantile,0.01,6.377017509548577
54,2023-11-18,0,2023-11-25,wk inc flu hosp,quantile,0.01,4.498182130504661
55,2023-11-18,0,2023-11-25,wk inc flu hosp,quantile,0.01,5.047511497307615
56,2023-11-18,0,2023-11-25,wk inc flu hosp,quantile,0.01,0.0
72,2023-11-18,0,2023-11-25,wk inc flu hosp,quantile,0.01,75.95059970125264
US,2023-11-18,0,2023-11-25,wk inc flu hosp,quantile,0.01,2275.873264466969
01,2023-11-18,1,2023-12-02,wk inc flu hosp,quantile,0.01,30.988554427224248
02,2023-11-18,1,2023-12-02,wk inc flu hosp,quantile,0.01,12.348377036127504
04,2023-11-18,1,2023-12-02,wk inc flu hosp,quantile,0.01,59.239081280866756
05,2023-11-18,1,2023-12-02,wk inc flu hosp,quantile,0.01,11.785711654670235
06,2023-11-18,1,2023-12-02,wk inc flu hosp,quantile,0.01,119.7859093401395
08,2023-11-18,1,2023-12-02,wk inc flu hosp,quantile,0.01,25.074375404684666
09,2023-11-18,1,2023-12-02,wk inc flu hosp,quantile,0.01,0.0
10,2023-11-18,1,2023-12-02,wk inc flu hosp,quantile,0.01,0.0
11,2023-11-18,1,2023-12-02,wk inc flu hosp,quantile,0.01,0.0
12,2023-11-18,1,2023-12-02,wk inc flu hosp,quantile,0.01,315.5011774120917
13,2023-11-18,1,2023-12-02,wk inc flu hosp,quantile,0.01,51.4357592383167
15,2023-11-18,1,2023-12-02,wk inc flu hosp,quantile,0.01,6.789326214916461
16,2023-11-18,1,2023-12-02,wk inc flu hosp,quantile,0.01,0.7984560773132607
17,2023-11-18,1,2023-12-02,wk inc flu hosp,quantile,0.01,28.096861773125006
18,2023-11-18,1,2023-12-02,wk inc flu hosp,quantile,0.01,36.2613766942938
19,2023-11-18,1,2023-12-02,wk inc flu hosp,quantile,0.01,2.582612891006255
20,2023-11-18,1,2023-12-02,wk inc flu hosp,quantile,0.01,3.76507457521286
21,2023-11-18,1,2023-12-02,wk inc flu hosp,quantile,0.01,17.26248048833011
22,2023-11-18,1,2023-12-02,wk inc flu hosp,quantile,0.01,42.05497020691489
23,2023-11-18,1,2023-12-02,wk inc flu hosp,quantile,0.01,0.3922771282466333
24,2023-11-18,1,2023-12-02,wk inc flu hosp,quantile,0.01,11.447611087992753
25,2023-11-18,1,2023-12-02,wk inc flu hosp,quantile,0.01,17.270916844722926
26,2023-11-18,1,2023-12-02,wk inc flu hosp,quantile,0.01,18.860465586480565
27,2023-11-18,1,2023-12-02,wk inc flu hosp,quantile,0.01,3.528705212741577
28,2023-11-18,1,2023-12-02,wk inc flu hosp,quantile,0.01,19.775308409325643
29,2023-11-18,1,2023-12-02,wk inc flu hosp,quantile,0.01,19.01902182592867
30,2023-11-18,1,2023-12-02,wk inc flu hosp,quantile,0.01,0.0
31,2023-11-18,1,2023-12-02,wk inc flu hosp,quantile,0.01,1.3493378598090011
32,2023-11-18,1,2023-12-02,wk inc flu hosp,quantile,0.01,9.012779176814895
33,2023-11-18,1,2023-12-02,wk inc flu hosp,quantile,0.01,0.0
34,2023-11-18,1,2023-12-02,wk inc flu hosp,quantile,0.01,24.951316573518348
35,2023-11-18,1,2023-12-02,wk inc flu hosp,quantile,0.01,2.285424745563756
36,2023-11-18,1,2023-12-02,wk inc flu hosp,quantile,0.01,52.52855455924386
37,2023-11-18,1,2023-12-02,wk inc flu hosp,quantile,0.01,25.003570252780687
38,2023-11-18,1,2023-12-02,wk inc flu hosp,quantile,0.01,0.0
39,2023-11-18,1,2023-12-02,wk inc flu hosp,quantile,0.01,17.182630350514852
40,2023-11-18,1,2023-12-02,wk inc flu hosp,quantile,0.01,6.985652091990361
41,2023-11-18,1,2023-12-02,wk inc flu hosp,quantile,0.01,3.1546448701152747
42,2023-11-18,1,2023-12-02,wk inc flu hosp,quantile,0.01,56.794592693443356
44,2023-11-18,1,2023-12-02,wk inc flu hosp,quantile,0.01,0.0
45,2023-11-18,1,2023-12-02,wk inc flu hosp,quantile,0.01,25.46712452316719
46,2023-11-18,1,2023-12-02,wk inc flu hosp,quantile,0.01,0.0
47,2023-11-18,1,2023-12-02,wk inc flu hosp,quantile,0.01,32.27059770627172
48,2023-11-18,1,2023-12-02,wk inc flu hosp,quantile,0.01,290.21086397928065
49,2023-11-18,1,2023-12-02,wk inc flu hosp,quantile,0.01,0.0
50,2023-11-18,1,2023-12-02,wk inc flu hosp,quantile,0.01,0.0
51,2023-11-18,1,2023-12-02,wk inc flu hosp,quantile,0.01,45.819153650545395
53,2023-11-18,1,2023-12-02,wk inc flu hosp,quantile,0.01,6.377017509548577
54,2023-11-18,1,2023-12-02,wk inc flu hosp,quantile,0.01,4.592620088114304
55,2023-11-18,1,2023-12-02,wk inc flu hosp,quantile,0.01,5.120227878413461
56,2023-11-18,1,2023-12-02,wk inc flu hosp,quantile,0.01,0.0
72,2023-11-18,1,2023-12-02,wk inc flu hosp,quantile,0.01,67.23948016706898
US,2023-11-18,1,2023-12-02,wk inc flu hosp,quantile,0.01,2269.5564656569077
01,2023-11-18,2,2023-12-09,wk inc flu hosp,quantile,0.01,31.047557316935162
