reference_date,location,horizon,target,target_end_date,output_type,output_type_id,value
2024-01-06,01,0,wk inc flu hosp,2024-01-06,quantile,0.01,164.40534365544943
2024-01-06,01,0,wk inc flu hosp,2024-01-06,quantile,0.025,188.61291295059252
2024-01-06,01,0,wk inc flu hosp,2024-01-06,quantile,0.05,206.06815029782513
2024-01-06,01,0,wk inc flu hosp,2024-01-06,quantile,0.1,219.06713487803722
2024-01-06,01,0,wk inc flu hosp,2024-01-06,quantile,0.15,242.5463844252294
2024-01-06,01,0,wk inc flu hosp,2024-01-06,quantile,0.2,248.13655541576236
2024-01-06,01,0,wk inc flu hosp,2024-01-06,quantile,0.25,259.1782120961055
2024-01-06,01,0,wk inc flu hosp,2024-01-06,quantile,0.3,273.84979156283686
2024-01-06,01,0,wk inc flu hosp,2024-01-06,quantile,0.35,284.20646507735205
2024-01-06,01,0,wk inc flu hosp,2024-01-06,quantile,0.4,289.0556011838362
2024-01-06,01,0,wk inc flu hosp,2024-01-06,quantile,0.45,299.19417002371256
2024-01-06,01,0,wk inc flu hosp,2024-01-06,quantile,0.5,309.9549802075728
2024-01-06,01,0,wk inc flu hosp,2024-01-06,quantile,0.55,319.50927295905257
2024-01-06,01,0,wk inc flu hosp,2024-01-06,quantile,0.6,331.70864558344704
2024-01-06,01,0,wk inc flu hosp,2024-01-06,quantile,0.65,344.610925528946
2024-01-06,01,0,wk inc flu hosp,2024-01-06,quantile,0.7,355.97716303348466
2024-01-06,01,0,wk inc flu hosp,2024-01-06,quantile,0.75,368.28996536873615
2024-01-06,01,0,wk inc flu hosp,2024-01-06,quantile,0.8,387.882115246091
2024-01-06,01,0,wk inc flu hosp,2024-01-06,quantile,0.85,407.36209216695954
2024-01-06,01,0,wk inc flu hosp,2024-01-06,quantile,0.9,431.53502759984127
2024-01-06,01,0,wk inc flu hosp,2024-01-06,quantile,0.95,476.8409459128486
2024-01-06,01,0,wk inc flu hosp,2024-01-06,quantile,0.975,508.1374416397827
2024-01-06,01,0,wk inc flu hosp,2024-01-06,quantile,0.99,551.2035324374676
2024-01-06,01,1,wk inc flu hosp,2024-01-13,quantile,0.01,131.02471516930945
2024-01-06,01,1,wk inc flu hosp,2024-01-13,quantile,0.025,157.75199696886904
2024-01-06,01,1,wk inc flu hosp,2024-01-13,quantile,0.05,184.60021065074403
2024-01-06,01,1,wk inc flu hosp,2024-01-13,quantile,0.1,199.0504600149292
2024-01-06,01,1,wk inc flu hosp,2024-01-13,quantile,0.15,221.36804625508995
2024-01-06,01,1,wk inc flu hosp,2024-01-13,quantile,0.2,236.5928825889073
